region,period,revenue,new_customers,active_customers,repeat_customers,repeat_rate,refund_amount,revenue_per_customer,return_rate
CENTRAL,2017-01,19702727.95,75,741,34,0.04588394062078273,750694.76,26589.37645074224,0.03810105696556603
CENTRAL,2017-02,24603000.71,83,959,45,0.04692387904066736,1008439.46,25654.849541188738,0.040988474206323754
CENTRAL,2017-03,44458586.48,198,1853,149,0.08041014570966001,1468172.74,23992.761187263895,0.03302337874958008
CENTRAL,2017-04,53810150.54,252,2220,215,0.09684684684684684,2330530.52,24238.80654954955,0.043310239733813614
CENTRAL,2017-05,69720219.28,273,2554,263,0.10297572435395458,2269215.63,27298.44137823023,0.03254745400163922
CENTRAL,2017-06,67345740.72,294,2669,307,0.11502435369052079,2136623.32,25232.574267515924,0.03172618338082183
CENTRAL,2017-07,43850757.59,175,1901,151,0.07943187795896896,1514004.71,23067.20546554445,0.03452630680080344
CENTRAL,2017-08,28722359.669999998,185,1834,155,0.08451472191930207,1294357.08,15661.046712104688,0.04506444090496971
CENTRAL,2017-09,29236440.83,107,1421,106,0.07459535538353272,1337275.82,20574.55371569317,0.045740034766058084
CENTRAL,2017-10,31334710.23,79,1127,77,0.06832298136645963,1046842.23,27803.647054126,0.03340839032229978
CENTRAL,2017-11,23173170.49,76,1000,61,0.061,1046829.52,23173.170489999997,0.045174203523498956
CENTRAL,2017-12,15321181.120000001,95,1147,90,0.07846556233653008,628518.29,13357.612136006976,0.04102283532041425
CENTRAL,2018-01,22127630.85,77,826,49,0.059322033898305086,795009.0800000001,26788.89933414044,0.035928341601016905
CENTRAL,2018-02,28462901.53,89,1028,75,0.07295719844357977,879126.86,27687.64740272374,0.030886761810752044
CENTRAL,2018-03,42187016.63,172,1809,148,0.08181315644002211,1822262.28,23320.628319513544,0.04319486006754396
CENTRAL,2018-04,56549906.28,198,2306,233,0.101040763226366,2288049.36,24522.942879444927,0.04046071002613163
CENTRAL,2018-05,72965623.24,268,2780,327,0.11762589928057554,2740533.53,26246.627064748198,0.0375592423981055
CENTRAL,2018-06,74984260.37,274,3162,408,0.12903225806451613,1996166.37,23714.187340290955,0.026621138358239167
CENTRAL,2018-07,47293658.91,187,2237,176,0.07867679928475638,1784517.01,21141.555167635222,0.037732690832738114
CENTRAL,2018-08,55072747.87,127,1907,138,0.0723649711588883,1761747.8699999999,28879.259501835342,0.031989467352503104
CENTRAL,2018-09,27261706.34,70,1146,55,0.04799301919720768,1130746.38,23788.574467713788,0.04147746167821129
CENTRAL,2018-10,27767681.12,65,942,43,0.045647558386411886,1130032.6,29477.368492569003,0.040695965756610504
CENTRAL,2018-11,17499591.26,43,697,35,0.05021520803443329,496227.9,25107.017589670017,0.02835654231160597
CENTRAL,2018-12,12955573.11,76,912,70,0.07675438596491228,560533.11,14205.672269736842,0.04326579034680775
CENTRAL,2019-01,19237239.58,43,652,28,0.04294478527607362,735529.27,29504.968680981594,0.038234657677429625
CENTRAL,2019-02,22463269.14,51,835,36,0.04311377245508982,930743.21,26902.11873053892,0.04143400518416261
CENTRAL,2019-03,32358101.73,93,1228,69,0.05618892508143322,1431862.1099999999,26350.245708469054,0.04425049781806221
CENTRAL,2019-04,35078734.57,95,1282,89,0.06942277691107644,1459948.77,27362.507464898597,0.04161919715452267
CENTRAL,2019-05,40653930.43,95,1399,98,0.07005003573981415,1478581.49,29059.27836311651,0.036369951794597
CENTRAL,2019-06,36947674.3,97,1409,79,0.056068133427963095,1434231.8599999999,26222.621930447123,0.038817919860249496
CENTRAL,2019-07,23269041.69,69,1077,55,0.0510677808727948,849656.08,21605.424038997215,0.03651444229287467
CENTRAL,2019-08,23454141.89,107,1354,83,0.061299852289512555,783741.28,17322.113655834564,0.03341590085349313
CENTRAL,2019-09,20695980.43,48,860,36,0.04186046511627907,868882.17,24065.093523255815,0.04198313643264302
CENTRAL,2019-10,18689204.24,41,629,25,0.0397456279809221,1044042.58,29712.566359300476,0.05586340470106608
CENTRAL,2019-11,14397998.11,22,589,18,0.030560271646859084,267659.89999999997,24444.818522920203,0.018590077450704706
CENTRAL,2019-12,10121703.02,55,760,55,0.07236842105263158,363498.97000000003,13318.030289473683,0.03591282704913822
CENTRAL,2020-01,13311025.71,20,438,20,0.045662100456621,329399.02,30390.46965753425,0.024746328883771648
CENTRAL,2020-02,17874627.29,35,547,22,0.04021937842778794,510232.74,32677.56360146252,0.02854508414200339
CENTRAL,2020-03,29281418.8,87,1086,57,0.052486187845303865,1019653.55,26962.63241252302,0.03482254589384856
CENTRAL,2020-04,35063679.68,85,1397,89,0.06370794559770938,1308072.59,25099.269634931996,0.03730562798707383
CENTRAL,2020-05,36490905.83,83,1227,65,0.05297473512632437,1275517.13,29739.93955175224,0.03495438386600336
CENTRAL,2020-06,30308705.48,64,1096,58,0.05291970802919708,792289.01,27653.928357664234,0.026140641688666408
CENTRAL,2020-07,23268540.41,64,1037,53,0.05110896817743491,968251.16,22438.322478302798,0.04161202821230161
CENTRAL,2020-08,35195222.94,61,1098,69,0.06284153005464481,1139501.55,32053.937103825134,0.03237659701552668
CENTRAL,2020-09,19697606.76,50,768,28,0.036458333333333336,563640.1,25647.925468750003,0.028614648818382642
CENTRAL,2020-10,19171086.74,29,567,34,0.059964726631393295,433199.51,33811.44045855379,0.022596502528786745
CENTRAL,2020-11,9847814.28,19,418,16,0.03827751196172249,517359.89,23559.364306220094,0.05253550435559189
CENTRAL,2020-12,10362234.88,41,662,34,0.0513595166163142,282313.78,15652.922779456194,0.027244487629294118
CENTRAL,2021-01,11622722.36,15,364,9,0.024725274725274724,395253.43,31930.55593406593,0.03400695790172863
CENTRAL,2021-02,16999626.05,30,558,23,0.04121863799283154,544439.46,30465.27965949821,0.032026555078251265
CENTRAL,2021-03,29491175.75,70,1234,82,0.06645056726094004,1361239.9,23898.845826580226,0.046157532393397364
CENTRAL,2021-04,36278056.65,69,1310,58,0.044274809160305344,1353679.77,27693.173015267173,0.03731401003807629
CENTRAL,2021-05,42974153.16,84,1307,76,0.05814843152257077,1512839.78,32879.99476664116,0.035203480900890434
CENTRAL,2021-06,33419269.56,64,1138,59,0.05184534270650264,1599883.89,29366.66920913884,0.04787309570389066
CENTRAL,2021-07,27298523.740000002,51,1062,68,0.064030131826742,1034203.81,25704.824613935973,0.03788497209043583
CENTRAL,2021-08,19205085.02,61,978,40,0.0408997955010225,678724.86,19637.101247443763,0.03534089327348367
CENTRAL,2021-09,20945670.43,38,797,36,0.0451693851944793,849721.38,26280.6404391468,0.040567876919468934
CENTRAL,2021-10,18138259.84,24,543,25,0.04604051565377532,690518.51,33403.79344383057,0.0380697220180522
CENTRAL,2021-11,11527596.8,18,444,18,0.04054054054054054,496283.08,25963.05585585586,0.043051738242614455
CENTRAL,2021-12,10887939.58,51,633,42,0.06635071090047394,505139.20999999996,17200.536461295418,0.04639438034060067
CENTRAL,2022-01,16807836.93,24,507,21,0.04142011834319527,631146.86,33151.552130177515,0.03755074865543689
CENTRAL,2022-02,21639556.62,29,598,27,0.0451505016722408,639348.39,36186.54953177258,0.029545355352109795
CENTRAL,2022-03,35580597.56,72,1214,75,0.06177924217462932,963377.99,29308.564711696872,0.027075936214265198
CENTRAL,2022-04,38123454.87,77,1388,92,0.06628242074927954,1493087.91,27466.466044668585,0.03916454883460566
CENTRAL,2022-05,36105535.22,74,1167,62,0.05312767780634105,1492097.51,30938.761970865467,0.04132600447295073
CENTRAL,2022-06,37352436.42,72,1219,64,0.052502050861361775,933709.62,30641.867448728466,0.024997288249182435
CENTRAL,2022-07,24570106.22,54,927,37,0.039913700107874865,1126471.77,26504.968953613807,0.04584724868153216
CENTRAL,2022-08,33847788.21,64,997,44,0.044132397191574725,1145178.74,33949.637121364096,0.033833192671114266
CENTRAL,2022-09,21781417.8,33,822,27,0.032846715328467155,1126362.41,26498.075182481753,0.051712079550670934
CENTRAL,2022-10,19418445.22,27,601,22,0.036605657237936774,542089.0499999999,32310.22499168053,0.02791619225218279
CENTRAL,2022-11,13075067.71,25,483,13,0.026915113871635612,496030.37,27070.533561076605,0.03793711673252971
CENTRAL,2022-12,11574858.12,49,713,37,0.051893408134642355,263289.75,16234.022608695652,0.022746693503315273
EAST,2012-07,52209196.76,2359,2359,173,0.07333615938957186,2094594.91,22131.91893175074,0.04011927093283248
EAST,2012-08,65333228.74,2547,2839,233,0.08207115181401903,2259964.11,23012.76109193378,0.03459134277587518
EAST,2012-09,53116933.33,1791,2272,161,0.07086267605633803,2354299.58,23378.931923415494,0.044322957527939806
EAST,2012-10,44928658.14,1280,1784,130,0.07286995515695067,1676964.73,25184.225414798206,0.037325057088829404
EAST,2012-11,36008469.23,1057,1590,126,0.07924528301886792,1266141.07,22646.83599371069,0.03516231311896843
EAST,2012-12,44889638.48,1838,2778,318,0.11447084233261338,1752395.32,16158.97713462923,0.03903785771811812
EAST,2013-01,34002498.99,752,1343,81,0.06031273268801191,1254703.1400000001,25318.31644825019,0.036900321366644354
EAST,2013-02,40790470.6,980,1758,134,0.07622298065984073,1010896.31,23202.77053469852,0.024782658673224527
EAST,2013-03,57822532.75,1485,2753,207,0.0751907010533963,2088865.63,21003.46267707955,0.036125460623306925
EAST,2013-04,77237817.25,1805,3714,344,0.09262250942380183,3345733.53,20796.39667474421,0.04331729778394275
EAST,2013-05,83539689.09,1575,3544,312,0.08803611738148984,2919908.55,23572.14703442438,0.034952351173515715
EAST,2013-06,77796964.66,1460,3538,321,0.09072922555115885,2911918.97,21988.966834369698,0.037429724703606455
EAST,2013-07,61807293.3,1193,3238,291,0.08987029030265596,2517771.5,19088.107875231624,0.040735831737190795
EAST,2013-08,44781321.43,1144,3242,263,0.081122763726095,1704115.98,13812.869040715608,0.03805416913977833
EAST,2013-09,46207299.03,706,2342,146,0.0623398804440649,1791696.75,19729.845871050384,0.03877518893360861
EAST,2013-10,46841230.53,539,1938,149,0.07688338493292053,1681347.0,24169.881594427246,0.03589459501759165
EAST,2013-11,33306044.41,442,1732,139,0.0802540415704388,1239962.05,19229.817788683602,0.03722933995811603
EAST,2013-12,27223763.05,807,2665,289,0.10844277673545966,1483017.07,10215.295703564729,0.054475094691216835
EAST,2014-01,33729319.04,385,1593,105,0.06591337099811675,1359674.07,21173.45827997489,0.04031134065848013
EAST,2014-02,41860194.24,381,1702,109,0.06404230317273796,1248914.39,24594.70871915394,0.029835370157135704
EAST,2014-03,72701979.13,824,3188,299,0.0937892095357591,1867733.47,22804.886803638645,0.02569026995345292
EAST,2014-04,87728701.76,988,3903,399,0.10222905457340507,3751815.06,22477.248721496286,0.042766107154575995
EAST,2014-05,103381964.06,918,4164,418,0.10038424591738712,3899372.95,24827.56101344861,0.03771811636057633
EAST,2014-06,82791540.99,799,3720,321,0.08629032258064516,3613778.88,22255.790588709675,0.043649131744467606
EAST,2014-07,60979930.32,599,3180,271,0.08522012578616352,2581448.45,19176.078716981134,0.042332754997480626
EAST,2014-08,77593021.53,586,3214,294,0.09147479775980087,2866411.0,24142.197115743624,0.036941608194646106
EAST,2014-09,42819764.32,335,2113,147,0.06956933270231898,1604562.7,20264.914491244675,0.037472478550064095
EAST,2014-10,48210548.29,324,2009,123,0.061224489795918366,1932073.76,23997.286356396216,0.04007574749778894
EAST,2014-11,35334526.32,304,1870,164,0.0877005347593583,1402638.46,18895.468620320855,0.039695974619761085
EAST,2014-12,32189128.6,425,2802,365,0.1302640970735189,1493294.87,11487.91170592434,0.04639127975648275
EAST,2015-01,33077939.64,192,1411,82,0.058114812189936214,1245342.78,23442.905485471296,0.037648740929862826
EAST,2015-02,47415489.52,259,1891,116,0.061343204653622425,1692742.48,25074.293770491804,0.03570020044369669
EAST,2015-03,63719496.13,382,2802,192,0.06852248394004283,1912116.86,22740.719532476804,0.03000834871793265
EAST,2015-04,107354945.07000001,703,4561,507,0.11115983336987503,4513841.85,23537.589359789523,0.04204596115304034
EAST,2015-05,99965194.25,565,3960,406,0.10252525252525252,4042244.45,25243.735921717172,0.04043651873361913
EAST,2015-06,86046435.83,513,3713,324,0.0872609749528683,2961712.94,23174.370005386478,0.034419937460877396
EAST,2015-07,62112873.73,408,3113,250,0.08030838419530999,2779379.88,19952.738107934467,0.04474724341497635
EAST,2015-08,46705721.58,404,3203,261,0.08148610677489854,1526704.84,14581.867492975334,0.03268774763248182
EAST,2015-09,55972521.6,327,2964,250,0.08434547908232119,1818532.26,18884.116599190285,0.032489732604792994
EAST,2015-10,50047440.27,247,2149,176,0.08189855746859004,2040906.24,23288.711154025128,0.0407794330537097
EAST,2015-11,36636194.33,167,1925,165,0.08571428571428572,1664060.22,19031.78926233766,0.04542120846425809
EAST,2015-12,31787582.87,274,2727,347,0.12724605793912724,1539123.35,11656.612713604694,0.04841901179760889
EAST,2016-01,43783997.36,136,1680,116,0.06904761904761905,1873640.91,26061.90319047619,0.04279282438728888
EAST,2016-02,49992805.13,165,1869,116,0.06206527554842162,1931641.3699999999,26748.424360620655,0.038638387363481796
EAST,2016-03,66180744.7,315,2961,256,0.08645727794663965,2824635.25,22350.808747044917,0.04268062051589456
EAST,2016-04,107874557.21,518,4528,457,0.10092756183745583,3382848.78,23823.886309628975,0.031359097710265356
EAST,2016-05,107244336.47,421,4142,385,0.09295026557218734,3583311.73,25891.920924674072,0.03341259639386531
EAST,2016-06,94936799.87,379,3961,367,0.09265337036101995,3665763.26,23967.886864428176,0.03861266932337773
EAST,2016-07,65602916.33,291,3127,228,0.07291333546530221,2724406.13,20979.50634154141,0.04152873503817296
EAST,2016-08,90720712.51,300,3409,278,0.08154884130243473,3130693.41,26612.11865943092,0.0345091360438214
EAST,2016-09,50525607.59,174,2267,158,0.06969563299514778,1820396.97,22287.431667401856,0.03602919503258565
EAST,2016-10,48048672.63,140,1735,105,0.06051873198847262,1247383.93,27693.759440922193,0.02596084057525399
EAST,2016-11,34932638.98,116,1723,143,0.08299477655252467,1558716.3599999999,20274.3116540917,0.044620630032916
EAST,2016-12,32910580.89,205,2533,305,0.12041058033951836,1334184.68,12992.72834188709,0.04053968796416464
EAST,2017-01,38046241.73,98,1429,114,0.07977606717984605,1710146.43,26624.381896431067,0.044949155349857474
EAST,2017-02,39598363.11,102,1498,93,0.062082777036048066,1475369.78,26434.154279038718,0.037258352722853244
EAST,2017-03,70262845.44,208,2918,250,0.08567511994516792,2527592.7,24079.110843043178,0.035973389409035585
EAST,2017-04,90363866.63,284,3639,332,0.09123385545479527,3142682.05,24832.060079692223,0.0347780829572941
EAST,2017-05,105611250.41,299,3960,390,0.09848484848484848,3216876.15,26669.50767929293,0.030459597225783855
EAST,2017-06,105338630.32,330,4276,419,0.09798877455565949,3945215.29,24634.852740879323,0.037452692122682235
EAST,2017-07,67451704.3,248,3193,240,0.07516442217350454,3299316.33,21124.86824303163,0.04891375783962215
EAST,2017-08,44395157.25,171,3037,245,0.08067171550872572,1701311.9,14618.095900559763,0.03832201540405626
EAST,2017-09,47300017.36,147,2264,135,0.05962897526501767,2044109.56,20892.23381625442,0.0432158310734286
EAST,2017-10,52130001.66,133,1945,140,0.07197943444730077,2060136.58,26802.05740874036,0.039519211862614784
EAST,2017-11,33480385.31,108,1609,100,0.062150403977625855,1162185.53,20808.1947234307,0.03471242995679849
EAST,2017-12,25072399.61,128,1984,184,0.09274193548387097,1260470.82,12637.298190524194,0.05027324227463524
EAST,2018-01,35119449.7,59,1290,80,0.06201550387596899,1077837.43,27224.379612403103,0.030690612729048536
EAST,2018-02,41980203.22,84,1591,89,0.05593966059082338,1257467.1199999999,26386.048535512255,0.029953812119730847
EAST,2018-03,58365568.67,137,2494,171,0.06856455493183641,2317382.99,23402.3932117081,0.03970462453818494
EAST,2018-04,85697798.85,226,3469,299,0.08619198616315941,3114954.64,24703.89127990775,0.03634812891113131
EAST,2018-05,103410872.75,262,4044,353,0.08728981206726014,3724763.15,25571.432430761623,0.036019066960248626
EAST,2018-06,100684962.0,280,4323,436,0.1008558871154291,3745097.7,23290.53018736988,0.03719619718384559
EAST,2018-07,62114116.92,161,3082,234,0.07592472420506165,2514072.62,20153.834172615185,0.04047506017413086
EAST,2018-08,74841876.91,128,2753,194,0.07046857973120232,3109969.1,27185.570980748274,0.04155386300292613
EAST,2018-09,41666088.910000004,70,1749,101,0.0577472841623785,1506023.61,23822.806695254432,0.036145067833293784
EAST,2018-10,37858923.86,63,1331,71,0.05334335086401202,1402543.7,28443.96984222389,0.03704658128124617
EAST,2018-11,22088427.76,56,998,48,0.04809619238476954,834074.72,22132.693146292586,0.03776071022630358
EAST,2018-12,18084962.71,68,1294,90,0.0695517774343122,706990.65,13976.014459041731,0.0390927347397334
EAST,2019-01,26293510.89,43,901,53,0.058823529411764705,556989.11,29182.587003329634,0.021183519855153127
EAST,2019-02,32380292.84,46,1148,64,0.05574912891986063,1047161.87,28205.829999999998,0.03233948115214143
EAST,2019-03,44507917.87,84,1758,98,0.055745164960182024,1678003.8,25317.3594254835,0.037701242392447154
EAST,2019-04,51788088.87,103,2048,104,0.05078125,2052511.14,25287.152768554686,0.039632880548117436
EAST,2019-05,56817631.68,83,2025,99,0.04888888888888889,2645430.98,28058.089718518517,0.04656003606238309
EAST,2019-06,51485773.34,88,2112,115,0.054450757575757576,1800672.62,24377.73358901515,0.034974178363968225
EAST,2019-07,36216148.9,93,1684,89,0.05285035629453682,1553951.32,21506.026662707838,0.04290769082849668
EAST,2019-08,30302825.79,78,1846,118,0.06392199349945829,1087863.44,16415.398586132178,0.03589973580480396
EAST,2019-09,29149398.2,60,1306,63,0.04823889739663093,992607.74,22319.60045941807,0.03405242650944334
EAST,2019-10,28315979.11,58,1052,38,0.03612167300380228,1005193.95,26916.329952471482,0.035499176846228435
EAST,2019-11,20016833.31,44,856,40,0.04672897196261682,890956.9,23384.15106308411,0.044510382146955095
EAST,2019-12,15752204.39,53,1251,83,0.06634692246203037,639990.42,12591.690159872103,0.04062862594687295
EAST,2020-01,17048049.95,28,617,22,0.03565640194489465,712769.89,27630.550972447323,0.04180946748105933
EAST,2020-02,20929626.06,20,712,27,0.037921348314606744,787613.82,29395.54221910112,0.037631528520486145
EAST,2020-03,42662929.08,77,1622,71,0.043773119605425403,1573237.67,26302.66897657213,0.036875988215668946
EAST,2020-04,53863731.87,89,2083,123,0.059049447911665866,2603249.45,25858.728694191068,0.04833028384076575
EAST,2020-05,51239065.58,90,1858,101,0.05435952637244349,2232929.42,27577.537987082884,0.04357865223973899
EAST,2020-06,41094034.53,68,1581,72,0.04554079696394687,1519824.6400000001,25992.431707779888,0.036984069765417606
EAST,2020-07,32310376.51,66,1448,41,0.028314917127071824,1238666.02,22313.79593232044,0.03833647743524855
EAST,2020-08,47792501.11,64,1589,94,0.0591567023285085,1482732.19,30077.093209565763,0.031024369002729514
EAST,2020-09,29516963.75,48,1144,43,0.037587412587412584,1083016.49,25801.54173951049,0.03669132432362729
EAST,2020-10,27241110.56,39,920,38,0.041304347826086954,642324.66,29609.902782608693,0.02357923912776044
EAST,2020-11,16169613.62,28,686,20,0.029154518950437316,814340.38,23570.865335276965,0.050362389549788146
EAST,2020-12,12712807.03,46,962,46,0.04781704781704782,563134.73,13214.976122661123,0.044296647362860195
EAST,2021-01,17052831.19,20,574,20,0.03484320557491289,778835.77,29708.765139372823,0.04567193337706406
EAST,2021-02,26903211.98,34,888,41,0.04617117117117117,880250.18,30296.409887387388,0.0327191482063325
EAST,2021-03,45626290.71,74,1802,90,0.049944506104328525,1717667.15,25319.80616537181,0.03764643417799325
EAST,2021-04,52223400.18,77,1927,113,0.05864037363777893,1794108.66,27100.88229372081,0.03435449729079666
EAST,2021-05,57941461.9,86,1920,110,0.057291666666666664,2388004.0300000003,30177.844739583332,0.041214079722762406
EAST,2021-06,52700992.04,73,1863,87,0.04669887278582931,2230056.35,28288.24049382716,0.04231526321757643
EAST,2021-07,35631736.95,54,1425,53,0.037192982456140354,1408229.41,25004.727684210528,0.03952177273805339
EAST,2021-08,25969911.23,52,1425,64,0.04491228070175438,987924.35,18224.49910877193,0.038041113858670664
EAST,2021-09,25201468.72,36,1019,39,0.038272816486751716,877088.86,24731.568910696762,0.03480308507987625
EAST,2021-10,25752146.98,26,796,29,0.0364321608040201,884463.25,32351.943442211057,0.03434522374724346
EAST,2021-11,19032119.64,18,708,23,0.03248587570621469,911516.0599999999,26881.52491525424,0.047893565049068804
EAST,2021-12,15884357.62,47,943,39,0.041357370095440084,590350.89,16844.493764581122,0.03716555016720909
EAST,2022-01,21325752.23,19,675,32,0.047407407407407405,626915.65,31593.707007407407,0.02939711777754252
EAST,2022-02,29624378.84,36,934,32,0.034261241970021415,919159.64,31717.750364025695,0.03102713629758591
EAST,2022-03,56085791.29,81,1982,99,0.04994954591321897,2174294.38,28297.573809283553,0.038767294353706884
EAST,2022-04,54301008.46,64,1966,112,0.056968463886063074,1876192.46,27620.04499491353,0.03455170563511851
EAST,2022-05,57508646.19,65,1806,88,0.048726467331118496,1670690.33,31843.104202657807,0.029051115626688346
EAST,2022-06,54084722.31,75,1845,83,0.044986449864498644,2055683.17,29314.212634146344,0.03800857399650389
EAST,2022-07,35392370.49,47,1438,48,0.03337969401947149,2158111.53,24612.218699582754,0.060976744426027275
EAST,2022-08,43097571.12,49,1420,56,0.03943661971830986,1442395.48,30350.402197183095,0.033468138517222315
EAST,2022-09,29782467.47,46,1114,42,0.03770197486535009,1079579.21,26734.710475763015,0.03624881689495555
EAST,2022-10,28950060.19,20,905,31,0.03425414364640884,1528474.16,31989.016784530388,0.05279692511755016
EAST,2022-11,17354965.02,20,705,23,0.032624113475177303,539302.63,24616.97165957447,0.0310748324400829
